/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_074.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_074.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_074.jpg,0,0,0,0.3071171
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_182.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_182.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_182.jpg,0,0,0,0.3031897
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_304.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_304.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_304.jpg,0,0,0,0.001123779
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_373.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_373.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_373.jpg,0,0,0,0.001095352
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_497.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_497.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_497.jpg,0,0,0,0.0003783145
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_564.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_564.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_564.jpg,0,0,0,0.0001487498
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_685.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_685.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_685.jpg,0,0,0,2.477128E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_754.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_754.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_754.jpg,0,0,0,1.982599E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_887.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_887.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_887.jpg,0,0,0,1.3295E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_20_959.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_20_959.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_20_959.jpg,0,0,0,8.617557E-06
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_081.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_081.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_081.jpg,0,0,0,2.342285E-06
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_153.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_153.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_153.jpg,0,0,0,5.332632E-06
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_275.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_275.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_275.jpg,0,0,0,5.585049E-06
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_405.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_405.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_405.jpg,0,0,0,1.045689E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_546.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_546.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_546.jpg,0,0,0,1.352655E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_687.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_687.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_687.jpg,0,0,0,8.538344E-06
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_826.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_826.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_826.jpg,0,0,0,1.838116E-05
/Users/Justin/Desktop/IMG/center_2018_06_22_16_49_21_945.jpg,/Users/Justin/Desktop/IMG/left_2018_06_22_16_49_21_945.jpg,/Users/Justin/Desktop/IMG/right_2018_06_22_16_49_21_945.jpg,0,0,0,1.261575E-05
